Comunidades y Ciudades Autónomas;Tamaño de los municipios;Periodo;Total
06 Cantabria;Menos de 101 ;2002;141
06 Cantabria;Menos de 101 ;2001;153
06 Cantabria;Menos de 101 ;2000;155
06 Cantabria;Menos de 101 ;1999;155
06 Cantabria;Menos de 101 ;1998;160
06 Cantabria;Menos de 101 ;1997;""
06 Cantabria;Menos de 101 ;1996;62
06 Cantabria;De 101 a 500 ;2021;4.814
06 Cantabria;De 101 a 500 ;2020;4.798
06 Cantabria;De 101 a 500 ;2019;4.373
06 Cantabria;De 101 a 500 ;2018;4.919
06 Cantabria;De 101 a 500 ;2017;5.007
06 Cantabria;De 101 a 500 ;2016;5.127
06 Cantabria;De 101 a 500 ;2015;5.245
06 Cantabria;De 101 a 500 ;2014;4.785
06 Cantabria;De 101 a 500 ;2013;4.835
06 Cantabria;De 101 a 500 ;2012;4.513
06 Cantabria;De 101 a 500 ;2011;4.651
06 Cantabria;De 101 a 500 ;2010;4.549
06 Cantabria;De 101 a 500 ;2009;4.624
06 Cantabria;De 101 a 500 ;2008;4.680
06 Cantabria;De 101 a 500 ;2007;4.708
06 Cantabria;De 101 a 500 ;2006;4.658
06 Cantabria;De 101 a 500 ;2005;4.764
06 Cantabria;De 101 a 500 ;2004;4.908
06 Cantabria;De 101 a 500 ;2003;4.852
06 Cantabria;De 101 a 500 ;2002;4.881
06 Cantabria;De 101 a 500 ;2001;4.366
06 Cantabria;De 101 a 500 ;2000;3.904
06 Cantabria;De 101 a 500 ;1999;3.926
06 Cantabria;De 101 a 500 ;1998;3.912
06 Cantabria;De 101 a 500 ;1997;""
06 Cantabria;De 101 a 500 ;1996;4.149
06 Cantabria;De 501 a 1.000;2021;13.730
06 Cantabria;De 501 a 1.000;2020;14.648
06 Cantabria;De 501 a 1.000;2019;14.304
06 Cantabria;De 501 a 1.000;2018;13.859
06 Cantabria;De 501 a 1.000;2017;12.985
06 Cantabria;De 501 a 1.000;2016;12.122
06 Cantabria;De 501 a 1.000;2015;11.316
06 Cantabria;De 501 a 1.000;2014;10.865
06 Cantabria;De 501 a 1.000;2013;11.037
06 Cantabria;De 501 a 1.000;2012;10.709
06 Cantabria;De 501 a 1.000;2011;9.804
06 Cantabria;De 501 a 1.000;2010;9.824
06 Cantabria;De 501 a 1.000;2009;9.932
06 Cantabria;De 501 a 1.000;2008;10.048
06 Cantabria;De 501 a 1.000;2007;10.124
06 Cantabria;De 501 a 1.000;2006;11.248
06 Cantabria;De 501 a 1.000;2005;12.321
06 Cantabria;De 501 a 1.000;2004;13.283
06 Cantabria;De 501 a 1.000;2003;13.297
06 Cantabria;De 501 a 1.000;2002;14.504
06 Cantabria;De 501 a 1.000;2001;15.128
06 Cantabria;De 501 a 1.000;2000;15.560
06 Cantabria;De 501 a 1.000;1999;13.623
06 Cantabria;De 501 a 1.000;1998;12.663
06 Cantabria;De 501 a 1.000;1997;""
06 Cantabria;De 501 a 1.000;1996;12.829
06 Cantabria;De 1.001 a 2.000 ;2021;26.185
06 Cantabria;De 1.001 a 2.000 ;2020;26.860
06 Cantabria;De 1.001 a 2.000 ;2019;27.810
06 Cantabria;De 1.001 a 2.000 ;2018;29.876
06 Cantabria;De 1.001 a 2.000 ;2017;30.928
06 Cantabria;De 1.001 a 2.000 ;2016;32.031
06 Cantabria;De 1.001 a 2.000 ;2015;31.248
06 Cantabria;De 1.001 a 2.000 ;2014;34.444
06 Cantabria;De 1.001 a 2.000 ;2013;32.844
06 Cantabria;De 1.001 a 2.000 ;2012;34.012
06 Cantabria;De 1.001 a 2.000 ;2011;35.028
06 Cantabria;De 1.001 a 2.000 ;2010;35.025
06 Cantabria;De 1.001 a 2.000 ;2009;34.870
06 Cantabria;De 1.001 a 2.000 ;2008;36.668
06 Cantabria;De 1.001 a 2.000 ;2007;39.909
06 Cantabria;De 1.001 a 2.000 ;2006;38.463
06 Cantabria;De 1.001 a 2.000 ;2005;43.471
06 Cantabria;De 1.001 a 2.000 ;2004;42.418
06 Cantabria;De 1.001 a 2.000 ;2003;43.787
06 Cantabria;De 1.001 a 2.000 ;2002;42.733
06 Cantabria;De 1.001 a 2.000 ;2001;40.737
06 Cantabria;De 1.001 a 2.000 ;2000;38.704
06 Cantabria;De 1.001 a 2.000 ;1999;42.782
06 Cantabria;De 1.001 a 2.000 ;1998;43.565
06 Cantabria;De 1.001 a 2.000 ;1997;""
06 Cantabria;De 1.001 a 2.000 ;1996;42.347
06 Cantabria;De 2.001 a 5.000 ;2021;75.418
06 Cantabria;De 2.001 a 5.000 ;2020;77.226
06 Cantabria;De 2.001 a 5.000 ;2019;76.834
06 Cantabria;De 2.001 a 5.000 ;2018;74.664
06 Cantabria;De 2.001 a 5.000 ;2017;74.555
06 Cantabria;De 2.001 a 5.000 ;2016;79.546
06 Cantabria;De 2.001 a 5.000 ;2015;81.728
06 Cantabria;De 2.001 a 5.000 ;2014;79.734
06 Cantabria;De 2.001 a 5.000 ;2013;82.004
06 Cantabria;De 2.001 a 5.000 ;2012;82.007
06 Cantabria;De 2.001 a 5.000 ;2011;81.347
06 Cantabria;De 2.001 a 5.000 ;2010;80.341
06 Cantabria;De 2.001 a 5.000 ;2009;84.063
06 Cantabria;De 2.001 a 5.000 ;2008;84.855
06 Cantabria;De 2.001 a 5.000 ;2007;78.697
06 Cantabria;De 2.001 a 5.000 ;2006;76.785
06 Cantabria;De 2.001 a 5.000 ;2005;74.399
06 Cantabria;De 2.001 a 5.000 ;2004;68.218
06 Cantabria;De 2.001 a 5.000 ;2003;65.386
06 Cantabria;De 2.001 a 5.000 ;2002;64.653
06 Cantabria;De 2.001 a 5.000 ;2001;71.005
06 Cantabria;De 2.001 a 5.000 ;2000;72.158
06 Cantabria;De 2.001 a 5.000 ;1999;69.356
06 Cantabria;De 2.001 a 5.000 ;1998;68.799
06 Cantabria;De 2.001 a 5.000 ;1997;""
06 Cantabria;De 2.001 a 5.000 ;1996;71.109
06 Cantabria;De 5.001 a 10.000 ;2021;87.136
06 Cantabria;De 5.001 a 10.000 ;2020;81.911
06 Cantabria;De 5.001 a 10.000 ;2019;81.600
06 Cantabria;De 5.001 a 10.000 ;2018;81.405
06 Cantabria;De 5.001 a 10.000 ;2017;81.205
06 Cantabria;De 5.001 a 10.000 ;2016;76.330
06 Cantabria;De 5.001 a 10.000 ;2015;76.421
06 Cantabria;De 5.001 a 10.000 ;2014;76.569
06 Cantabria;De 5.001 a 10.000 ;2013;76.635
06 Cantabria;De 5.001 a 10.000 ;2012;66.159
06 Cantabria;De 5.001 a 10.000 ;2011;65.579
06 Cantabria;De 5.001 a 10.000 ;2010;64.793
06 Cantabria;De 5.001 a 10.000 ;2009;59.084
06 Cantabria;De 5.001 a 10.000 ;2008;52.824
06 Cantabria;De 5.001 a 10.000 ;2007;51.294
06 Cantabria;De 5.001 a 10.000 ;2006;50.138
06 Cantabria;De 5.001 a 10.000 ;2005;43.789
06 Cantabria;De 5.001 a 10.000 ;2004;57.242
06 Cantabria;De 5.001 a 10.000 ;2003;56.389
06 Cantabria;De 5.001 a 10.000 ;2002;54.953
06 Cantabria;De 5.001 a 10.000 ;2001;48.613
06 Cantabria;De 5.001 a 10.000 ;2000;47.446
06 Cantabria;De 5.001 a 10.000 ;1999;46.640
06 Cantabria;De 5.001 a 10.000 ;1998;45.843
06 Cantabria;De 5.001 a 10.000 ;1997;""
06 Cantabria;De 5.001 a 10.000 ;1996;45.275
06 Cantabria;De 10.001 a 20.000 ;2021;64.118
06 Cantabria;De 10.001 a 20.000 ;2020;64.031
06 Cantabria;De 10.001 a 20.000 ;2019;64.096
06 Cantabria;De 10.001 a 20.000 ;2018;64.180
06 Cantabria;De 10.001 a 20.000 ;2017;64.201
06 Cantabria;De 10.001 a 20.000 ;2016;64.347
06 Cantabria;De 10.001 a 20.000 ;2015;64.665
06 Cantabria;De 10.001 a 20.000 ;2014;65.034
06 Cantabria;De 10.001 a 20.000 ;2013;65.138
06 Cantabria;De 10.001 a 20.000 ;2012;75.227
06 Cantabria;De 10.001 a 20.000 ;2011;74.922
06 Cantabria;De 10.001 a 20.000 ;2010;75.013
06 Cantabria;De 10.001 a 20.000 ;2009;74.716
06 Cantabria;De 10.001 a 20.000 ;2008;92.800
06 Cantabria;De 10.001 a 20.000 ;2007;90.389
06 Cantabria;De 10.001 a 20.000 ;2006;89.009
06 Cantabria;De 10.001 a 20.000 ;2005;87.583
06 Cantabria;De 10.001 a 20.000 ;2004;76.021
06 Cantabria;De 10.001 a 20.000 ;2003;75.013
06 Cantabria;De 10.001 a 20.000 ;2002;73.261
06 Cantabria;De 10.001 a 20.000 ;2001;72.175
06 Cantabria;De 10.001 a 20.000 ;2000;90.030
06 Cantabria;De 10.001 a 20.000 ;1999;88.226
06 Cantabria;De 10.001 a 20.000 ;1998;87.749
06 Cantabria;De 10.001 a 20.000 ;1997;""
06 Cantabria;De 10.001 a 20.000 ;1996;85.749
06 Cantabria;De 20.001 a 50.000 ;2021;89.507
06 Cantabria;De 20.001 a 50.000 ;2020;88.321
06 Cantabria;De 20.001 a 50.000 ;2019;87.888
06 Cantabria;De 20.001 a 50.000 ;2018;87.463
06 Cantabria;De 20.001 a 50.000 ;2017;87.291
06 Cantabria;De 20.001 a 50.000 ;2016;87.086
06 Cantabria;De 20.001 a 50.000 ;2015;86.959
06 Cantabria;De 20.001 a 50.000 ;2014;87.150
06 Cantabria;De 20.001 a 50.000 ;2013;87.304
06 Cantabria;De 20.001 a 50.000 ;2012;87.327
06 Cantabria;De 20.001 a 50.000 ;2011;86.153
06 Cantabria;De 20.001 a 50.000 ;2010;85.078
06 Cantabria;De 20.001 a 50.000 ;2009;83.155
06 Cantabria;De 20.001 a 50.000 ;2008;61.900
06 Cantabria;De 20.001 a 50.000 ;2007;60.323
06 Cantabria;De 20.001 a 50.000 ;2006;58.566
06 Cantabria;De 20.001 a 50.000 ;2005;55.649
06 Cantabria;De 20.001 a 50.000 ;2004;52.343
06 Cantabria;De 20.001 a 50.000 ;2003;49.410
06 Cantabria;De 20.001 a 50.000 ;2002;46.308
06 Cantabria;De 20.001 a 50.000 ;2001;44.289
06 Cantabria;De 20.001 a 50.000 ;2000;22.749
06 Cantabria;De 20.001 a 50.000 ;1999;22.535
06 Cantabria;De 20.001 a 50.000 ;1998;22.788
06 Cantabria;De 20.001 a 50.000 ;1997;""
06 Cantabria;De 20.001 a 50.000 ;1996;22.311
06 Cantabria;De 50.001 a 100.000 ;2021;51.237
06 Cantabria;De 50.001 a 100.000 ;2020;51.597
06 Cantabria;De 50.001 a 100.000 ;2019;51.494
06 Cantabria;De 50.001 a 100.000 ;2018;51.687
06 Cantabria;De 50.001 a 100.000 ;2017;52.034
06 Cantabria;De 50.001 a 100.000 ;2016;52.819
06 Cantabria;De 50.001 a 100.000 ;2015;53.496
06 Cantabria;De 50.001 a 100.000 ;2014;54.196
06 Cantabria;De 50.001 a 100.000 ;2013;54.827
06 Cantabria;De 50.001 a 100.000 ;2012;55.297
06 Cantabria;De 50.001 a 100.000 ;2011;55.553
06 Cantabria;De 50.001 a 100.000 ;2010;55.888
06 Cantabria;De 50.001 a 100.000 ;2009;55.947
06 Cantabria;De 50.001 a 100.000 ;2008;55.910
06 Cantabria;De 50.001 a 100.000 ;2007;55.418
06 Cantabria;De 50.001 a 100.000 ;2006;56.143
06 Cantabria;De 50.001 a 100.000 ;2005;56.230
06 Cantabria;De 50.001 a 100.000 ;2004;56.407
06 Cantabria;De 50.001 a 100.000 ;2003;56.638
06 Cantabria;De 50.001 a 100.000 ;2002;56.180
06 Cantabria;De 50.001 a 100.000 ;2001;55.909
06 Cantabria;De 50.001 a 100.000 ;2000;56.189
06 Cantabria;De 50.001 a 100.000 ;1999;57.070
06 Cantabria;De 50.001 a 100.000 ;1998;57.493
06 Cantabria;De 50.001 a 100.000 ;1997;""
06 Cantabria;De 50.001 a 100.000 ;1996;58.196
06 Cantabria;De 100.001 a 500.000 ;2021;172.221
06 Cantabria;De 100.001 a 500.000 ;2020;173.375
06 Cantabria;De 100.001 a 500.000 ;2019;172.539
06 Cantabria;De 100.001 a 500.000 ;2018;172.044
06 Cantabria;De 100.001 a 500.000 ;2017;171.951
06 Cantabria;De 100.001 a 500.000 ;2016;172.656
06 Cantabria;De 100.001 a 500.000 ;2015;173.957
06 Cantabria;De 100.001 a 500.000 ;2014;175.736
06 Cantabria;De 100.001 a 500.000 ;2013;177.123
06 Cantabria;De 100.001 a 500.000 ;2012;178.465
06 Cantabria;De 100.001 a 500.000 ;2011;179.921
06 Cantabria;De 100.001 a 500.000 ;2010;181.589
06 Cantabria;De 100.001 a 500.000 ;2009;182.700
06 Cantabria;De 100.001 a 500.000 ;2008;182.302
06 Cantabria;De 100.001 a 500.000 ;2007;181.802
06 Cantabria;De 100.001 a 500.000 ;2006;182.926
06 Cantabria;De 100.001 a 500.000 ;2005;183.955
06 Cantabria;De 100.001 a 500.000 ;2004;183.799
06 Cantabria;De 100.001 a 500.000 ;2003;184.778
06 Cantabria;De 100.001 a 500.000 ;2002;184.661
06 Cantabria;De 100.001 a 500.000 ;2001;185.231
06 Cantabria;De 100.001 a 500.000 ;2000;184.264
06 Cantabria;De 100.001 a 500.000 ;1999;184.165
06 Cantabria;De 100.001 a 500.000 ;1998;184.165
06 Cantabria;De 100.001 a 500.000 ;1997;""
06 Cantabria;De 100.001 a 500.000 ;1996;185.410
06 Cantabria;Más de 500.000 ;2021;0
06 Cantabria;Más de 500.000 ;2020;0
06 Cantabria;Más de 500.000 ;2019;0
06 Cantabria;Más de 500.000 ;2018;0
06 Cantabria;Más de 500.000 ;2017;0
06 Cantabria;Más de 500.000 ;2016;0
06 Cantabria;Más de 500.000 ;2015;0
06 Cantabria;Más de 500.000 ;2014;0
06 Cantabria;Más de 500.000 ;2013;0
06 Cantabria;Más de 500.000 ;2012;0
06 Cantabria;Más de 500.000 ;2011;0
06 Cantabria;Más de 500.000 ;2010;0
06 Cantabria;Más de 500.000 ;2009;0
06 Cantabria;Más de 500.000 ;2008;0
06 Cantabria;Más de 500.000 ;2007;0
06 Cantabria;Más de 500.000 ;2006;0
06 Cantabria;Más de 500.000 ;2005;0
06 Cantabria;Más de 500.000 ;2004;0
06 Cantabria;Más de 500.000 ;2003;0
06 Cantabria;Más de 500.000 ;2002;0
06 Cantabria;Más de 500.000 ;2001;0
06 Cantabria;Más de 500.000 ;2000;0
06 Cantabria;Más de 500.000 ;1999;0
06 Cantabria;Más de 500.000 ;1998;0
06 Cantabria;Más de 500.000 ;1997;""
06 Cantabria;Más de 500.000 ;1996;0
07 Castilla y León;Total;2021;2.383.139
07 Castilla y León;Total;2020;2.394.918
07 Castilla y León;Total;2019;2.399.548
07 Castilla y León;Total;2018;2.409.164
07 Castilla y León;Total;2017;2.425.801
07 Castilla y León;Total;2016;2.447.519
07 Castilla y León;Total;2015;2.472.052
07 Castilla y León;Total;2014;2.494.790
07 Castilla y León;Total;2013;2.519.875
07 Castilla y León;Total;2012;2.546.078
07 Castilla y León;Total;2011;2.558.463
07 Castilla y León;Total;2010;2.559.515
07 Castilla y León;Total;2009;2.563.521
07 Castilla y León;Total;2008;2.557.330
07 Castilla y León;Total;2007;2.528.417
07 Castilla y León;Total;2006;2.523.020
07 Castilla y León;Total;2005;2.510.849
07 Castilla y León;Total;2004;2.493.918
07 Castilla y León;Total;2003;2.487.646
07 Castilla y León;Total;2002;2.480.369
07 Castilla y León;Total;2001;2.479.425
07 Castilla y León;Total;2000;2.479.118
07 Castilla y León;Total;1999;2.488.062
07 Castilla y León;Total;1998;2.484.603
07 Castilla y León;Total;1997;""
07 Castilla y León;Total;1996;2.508.496
07 Castilla y León;Menos de 101 ;2021;40.927
07 Castilla y León;Menos de 101 ;2020;41.527
07 Castilla y León;Menos de 101 ;2019;40.042
07 Castilla y León;Menos de 101 ;2018;39.774
07 Castilla y León;Menos de 101 ;2017;39.620
07 Castilla y León;Menos de 101 ;2016;39.452
07 Castilla y León;Menos de 101 ;2015;38.795
07 Castilla y León;Menos de 101 ;2014;37.844
07 Castilla y León;Menos de 101 ;2013;37.840
07 Castilla y León;Menos de 101 ;2012;35.845
07 Castilla y León;Menos de 101 ;2011;33.504
07 Castilla y León;Menos de 101 ;2010;32.210
07 Castilla y León;Menos de 101 ;2009;33.559
07 Castilla y León;Menos de 101 ;2008;33.126
07 Castilla y León;Menos de 101 ;2007;31.455
07 Castilla y León;Menos de 101 ;2006;29.514
07 Castilla y León;Menos de 101 ;2005;30.816
07 Castilla y León;Menos de 101 ;2004;29.721
07 Castilla y León;Menos de 101 ;2003;29.575
07 Castilla y León;Menos de 101 ;2002;28.433
07 Castilla y León;Menos de 101 ;2001;28.171
07 Castilla y León;Menos de 101 ;2000;27.874
07 Castilla y León;Menos de 101 ;1999;26.367
07 Castilla y León;Menos de 101 ;1998;26.557
07 Castilla y León;Menos de 101 ;1997;""
07 Castilla y León;Menos de 101 ;1996;25.698
07 Castilla y León;De 101 a 500 ;2021;249.929
07 Castilla y León;De 101 a 500 ;2020;251.829
07 Castilla y León;De 101 a 500 ;2019;256.284
07 Castilla y León;De 101 a 500 ;2018;257.446
07 Castilla y León;De 101 a 500 ;2017;258.201
07 Castilla y León;De 101 a 500 ;2016;257.642
07 Castilla y León;De 101 a 500 ;2015;259.976
07 Castilla y León;De 101 a 500 ;2014;261.287
07 Castilla y León;De 101 a 500 ;2013;263.473
07 Castilla y León;De 101 a 500 ;2012;265.558
07 Castilla y León;De 101 a 500 ;2011;268.743
07 Castilla y León;De 101 a 500 ;2010;273.034
07 Castilla y León;De 101 a 500 ;2009;270.706
07 Castilla y León;De 101 a 500 ;2008;273.673
07 Castilla y León;De 101 a 500 ;2007;280.532
07 Castilla y León;De 101 a 500 ;2006;283.649
07 Castilla y León;De 101 a 500 ;2005;286.516
07 Castilla y León;De 101 a 500 ;2004;290.392
07 Castilla y León;De 101 a 500 ;2003;288.705
07 Castilla y León;De 101 a 500 ;2002;291.262
07 Castilla y León;De 101 a 500 ;2001;294.995
07 Castilla y León;De 101 a 500 ;2000;298.723
07 Castilla y León;De 101 a 500 ;1999;300.574
07 Castilla y León;De 101 a 500 ;1998;301.172
07 Castilla y León;De 101 a 500 ;1997;""
07 Castilla y León;De 101 a 500 ;1996;303.130
07 Castilla y León;De 501 a 1.000;2021;145.048
07 Castilla y León;De 501 a 1.000;2020;144.218
07 Castilla y León;De 501 a 1.000;2019;146.314
07 Castilla y León;De 501 a 1.000;2018;147.088
07 Castilla y León;De 501 a 1.000;2017;149.061
07 Castilla y León;De 501 a 1.000;2016;155.146
07 Castilla y León;De 501 a 1.000;2015;160.552
07 Castilla y León;De 501 a 1.000;2014;163.420
07 Castilla y León;De 501 a 1.000;2013;167.569
07 Castilla y León;De 501 a 1.000;2012;176.614
07 Castilla y León;De 501 a 1.000;2011;180.704
07 Castilla y León;De 501 a 1.000;2010;178.624
07 Castilla y León;De 501 a 1.000;2009;190.973
07 Castilla y León;De 501 a 1.000;2008;191.043
07 Castilla y León;De 501 a 1.000;2007;187.203
07 Castilla y León;De 501 a 1.000;2006;190.903
07 Castilla y León;De 501 a 1.000;2005;186.080
07 Castilla y León;De 501 a 1.000;2004;187.941
07 Castilla y León;De 501 a 1.000;2003;191.493
07 Castilla y León;De 501 a 1.000;2002;200.673
07 Castilla y León;De 501 a 1.000;2001;206.828
07 Castilla y León;De 501 a 1.000;2000;205.935
07 Castilla y León;De 501 a 1.000;1999;204.617
07 Castilla y León;De 501 a 1.000;1998;203.027
07 Castilla y León;De 501 a 1.000;1997;""
07 Castilla y León;De 501 a 1.000;1996;212.667
07 Castilla y León;De 1.001 a 2.000 ;2021;156.505
07 Castilla y León;De 1.001 a 2.000 ;2020;155.209
07 Castilla y León;De 1.001 a 2.000 ;2019;159.842
07 Castilla y León;De 1.001 a 2.000 ;2018;162.987
07 Castilla y León;De 1.001 a 2.000 ;2017;172.597
07 Castilla y León;De 1.001 a 2.000 ;2016;180.087
07 Castilla y León;De 1.001 a 2.000 ;2015;176.966
07 Castilla y León;De 1.001 a 2.000 ;2014;183.876
07 Castilla y León;De 1.001 a 2.000 ;2013;177.228
07 Castilla y León;De 1.001 a 2.000 ;2012;185.804
07 Castilla y León;De 1.001 a 2.000 ;2011;184.438
07 Castilla y León;De 1.001 a 2.000 ;2010;186.712
07 Castilla y León;De 1.001 a 2.000 ;2009;182.044
07 Castilla y León;De 1.001 a 2.000 ;2008;186.574
07 Castilla y León;De 1.001 a 2.000 ;2007;184.957
07 Castilla y León;De 1.001 a 2.000 ;2006;191.390
07 Castilla y León;De 1.001 a 2.000 ;2005;195.279
07 Castilla y León;De 1.001 a 2.000 ;2004;190.649
07 Castilla y León;De 1.001 a 2.000 ;2003;202.117
07 Castilla y León;De 1.001 a 2.000 ;2002;211.786
07 Castilla y León;De 1.001 a 2.000 ;2001;210.223
07 Castilla y León;De 1.001 a 2.000 ;2000;211.653
07 Castilla y León;De 1.001 a 2.000 ;1999;212.513
07 Castilla y León;De 1.001 a 2.000 ;1998;220.320
07 Castilla y León;De 1.001 a 2.000 ;1997;""
07 Castilla y León;De 1.001 a 2.000 ;1996;221.408
07 Castilla y León;De 2.001 a 5.000 ;2021;201.217
07 Castilla y León;De 2.001 a 5.000 ;2020;199.625
07 Castilla y León;De 2.001 a 5.000 ;2019;197.185
07 Castilla y León;De 2.001 a 5.000 ;2018;204.423
07 Castilla y León;De 2.001 a 5.000 ;2017;203.662
07 Castilla y León;De 2.001 a 5.000 ;2016;198.140
07 Castilla y León;De 2.001 a 5.000 ;2015;217.694
07 Castilla y León;De 2.001 a 5.000 ;2014;217.658
07 Castilla y León;De 2.001 a 5.000 ;2013;224.487
07 Castilla y León;De 2.001 a 5.000 ;2012;228.495
07 Castilla y León;De 2.001 a 5.000 ;2011;229.257
07 Castilla y León;De 2.001 a 5.000 ;2010;225.687
07 Castilla y León;De 2.001 a 5.000 ;2009;232.450
07 Castilla y León;De 2.001 a 5.000 ;2008;227.310
07 Castilla y León;De 2.001 a 5.000 ;2007;237.472
07 Castilla y León;De 2.001 a 5.000 ;2006;221.494
07 Castilla y León;De 2.001 a 5.000 ;2005;228.249
07 Castilla y León;De 2.001 a 5.000 ;2004;235.278
07 Castilla y León;De 2.001 a 5.000 ;2003;233.681
07 Castilla y León;De 2.001 a 5.000 ;2002;230.875
07 Castilla y León;De 2.001 a 5.000 ;2001;228.996
07 Castilla y León;De 2.001 a 5.000 ;2000;235.126
07 Castilla y León;De 2.001 a 5.000 ;1999;229.697
07 Castilla y León;De 2.001 a 5.000 ;1998;223.982
07 Castilla y León;De 2.001 a 5.000 ;1997;""
07 Castilla y León;De 2.001 a 5.000 ;1996;230.364
07 Castilla y León;De 5.001 a 10.000 ;2021;244.218
07 Castilla y León;De 5.001 a 10.000 ;2020;243.820
07 Castilla y León;De 5.001 a 10.000 ;2019;243.736
07 Castilla y León;De 5.001 a 10.000 ;2018;239.769
07 Castilla y León;De 5.001 a 10.000 ;2017;240.557
07 Castilla y León;De 5.001 a 10.000 ;2016;246.740
07 Castilla y León;De 5.001 a 10.000 ;2015;238.504
07 Castilla y León;De 5.001 a 10.000 ;2014;240.164
07 Castilla y León;De 5.001 a 10.000 ;2013;237.007
07 Castilla y León;De 5.001 a 10.000 ;2012;233.036
07 Castilla y León;De 5.001 a 10.000 ;2011;227.499
07 Castilla y León;De 5.001 a 10.000 ;2010;226.151
07 Castilla y León;De 5.001 a 10.000 ;2009;214.481
07 Castilla y León;De 5.001 a 10.000 ;2008;210.617
07 Castilla y León;De 5.001 a 10.000 ;2007;199.691
07 Castilla y León;De 5.001 a 10.000 ;2006;194.266
07 Castilla y León;De 5.001 a 10.000 ;2005;178.578
07 Castilla y León;De 5.001 a 10.000 ;2004;174.777
07 Castilla y León;De 5.001 a 10.000 ;2003;152.881
07 Castilla y León;De 5.001 a 10.000 ;2002;142.059
07 Castilla y León;De 5.001 a 10.000 ;2001;150.253
07 Castilla y León;De 5.001 a 10.000 ;2000;144.444
07 Castilla y León;De 5.001 a 10.000 ;1999;159.449
07 Castilla y León;De 5.001 a 10.000 ;1998;168.999
07 Castilla y León;De 5.001 a 10.000 ;1997;""
07 Castilla y León;De 5.001 a 10.000 ;1996;169.121
07 Castilla y León;De 10.001 a 20.000 ;2021;95.721
07 Castilla y León;De 10.001 a 20.000 ;2020;97.052
07 Castilla y León;De 10.001 a 20.000 ;2019;97.666
07 Castilla y León;De 10.001 a 20.000 ;2018;117.945
07 Castilla y León;De 10.001 a 20.000 ;2017;118.521
07 Castilla y León;De 10.001 a 20.000 ;2016;118.892
07 Castilla y León;De 10.001 a 20.000 ;2015;119.232
07 Castilla y León;De 10.001 a 20.000 ;2014;119.306
07 Castilla y León;De 10.001 a 20.000 ;2013;129.342
07 Castilla y León;De 10.001 a 20.000 ;2012;128.926
07 Castilla y León;De 10.001 a 20.000 ;2011;137.952
07 Castilla y León;De 10.001 a 20.000 ;2010;136.522
07 Castilla y León;De 10.001 a 20.000 ;2009;135.431
07 Castilla y León;De 10.001 a 20.000 ;2008;133.436
07 Castilla y León;De 10.001 a 20.000 ;2007;120.897
07 Castilla y León;De 10.001 a 20.000 ;2006;119.621
07 Castilla y León;De 10.001 a 20.000 ;2005;117.724
07 Castilla y León;De 10.001 a 20.000 ;2004;106.061
07 Castilla y León;De 10.001 a 20.000 ;2003;115.817
07 Castilla y León;De 10.001 a 20.000 ;2002;134.320
07 Castilla y León;De 10.001 a 20.000 ;2001;122.846
07 Castilla y León;De 10.001 a 20.000 ;2000;122.216
07 Castilla y León;De 10.001 a 20.000 ;1999;121.459
07 Castilla y León;De 10.001 a 20.000 ;1998;110.623
07 Castilla y León;De 10.001 a 20.000 ;1997;""
07 Castilla y León;De 10.001 a 20.000 ;1996;111.296
07 Castilla y León;De 20.001 a 50.000 ;2021;202.087
07 Castilla y León;De 20.001 a 50.000 ;2020;203.035
07 Castilla y León;De 20.001 a 50.000 ;2019;201.805
07 Castilla y León;De 20.001 a 50.000 ;2018;181.160
07 Castilla y León;De 20.001 a 50.000 ;2017;181.517
07 Castilla y León;De 20.001 a 50.000 ;2016;182.654
07 Castilla y León;De 20.001 a 50.000 ;2015;183.677
07 Castilla y León;De 20.001 a 50.000 ;2014;184.875
07 Castilla y León;De 20.001 a 50.000 ;2013;186.666
07 Castilla y León;De 20.001 a 50.000 ;2012;187.797
07 Castilla y León;De 20.001 a 50.000 ;2011;187.649
07 Castilla y León;De 20.001 a 50.000 ;2010;187.078
07 Castilla y León;De 20.001 a 50.000 ;2009;185.928
07 Castilla y León;De 20.001 a 50.000 ;2008;184.083
07 Castilla y León;De 20.001 a 50.000 ;2007;179.502
07 Castilla y León;De 20.001 a 50.000 ;2006;178.023
07 Castilla y León;De 20.001 a 50.000 ;2005;175.340
07 Castilla y León;De 20.001 a 50.000 ;2004;171.533
07 Castilla y León;De 20.001 a 50.000 ;2003;169.652
07 Castilla y León;De 20.001 a 50.000 ;2002;147.051
